AFORE,SIEFORE,Fecha,IRN,Ranking
  XXI-Banorte,SB 70-74,feb-22,7.93,4
  Azteca,SB 70-74,mar-22,6.95,8
  Citibanamex,SB 70-74,mar-22,8.04,3
  Coppel,SB 70-74,mar-22,7.02,7
  Inbursa,SB 70-74,mar-22,6.73,9
  Invercap,SB 70-74,mar-22,6.34,10
  PensionISSSTE,SB 70-74,mar-22,7.51,6
  Principal,SB 70-74,mar-22,7.85,5
  Profuturo,SB 70-74,mar-22,8.39,1
  SURA,SB 70-74,mar-22,8.13,2
  XXI-Banorte,SB 70-74,mar-22,7.85,4
  Azteca,SB 70-74,abr-22,6.83,8
  Citibanamex,SB 70-74,abr-22,7.90,3
  Coppel,SB 70-74,abr-22,6.88,7
  Inbursa,SB 70-74,abr-22,6.68,9
  Invercap,SB 70-74,abr-22,6.28,10
  PensionISSSTE,SB 70-74,abr-22,7.50,6
  Principal,SB 70-74,abr-22,7.78,4
  Profuturo,SB 70-74,abr-22,8.29,1
  SURA,SB 70-74,abr-22,8.02,2
  XXI-Banorte,SB 70-74,abr-22,7.74,5
  Azteca,SB 70-74,may-22,6.53,9
  Citibanamex,SB 70-74,may-22,7.52,3
  Coppel,SB 70-74,may-22,6.58,8
  Inbursa,SB 70-74,may-22,6.59,7
  Invercap,SB 70-74,may-22,6.02,10
  PensionISSSTE,SB 70-74,may-22,7.32,6
  Principal,SB 70-74,may-22,7.49,4
  Profuturo,SB 70-74,may-22,8.01,1
  SURA,SB 70-74,may-22,7.71,2
  XXI-Banorte,SB 70-74,may-22,7.41,5
  Azteca,SB 70-74,jun-22,6.14,9
  Citibanamex,SB 70-74,jun-22,7.04,4
  Coppel,SB 70-74,jun-22,6.24,8
  Inbursa,SB 70-74,jun-22,6.47,7
  Invercap,SB 70-74,jun-22,5.68,10
  PensionISSSTE,SB 70-74,jun-22,7.02,5
  Principal,SB 70-74,jun-22,7.12,3
  Profuturo,SB 70-74,jun-22,7.65,1
  SURA,SB 70-74,jun-22,7.31,2
  XXI-Banorte,SB 70-74,jun-22,6.99,6
  Azteca,SB 70-74,jul-22,5.79,9
  Citibanamex,SB 70-74,jul-22,6.58,6
  Coppel,SB 70-74,jul-22,5.93,8
  Inbursa,SB 70-74,jul-22,6.36,7
  Invercap,SB 70-74,jul-22,5.35,10
  PensionISSSTE,SB 70-74,jul-22,6.69,4
  Principal,SB 70-74,jul-22,6.75,3
  Profuturo,SB 70-74,jul-22,7.29,1
  SURA,SB 70-74,jul-22,6.92,2
  XXI-Banorte,SB 70-74,jul-22,6.58,5
  Azteca,SB 70-74,ago-22,5.56,9
  Citibanamex,SB 70-74,ago-22,6.31,6
  Coppel,SB 70-74,ago-22,5.69,8
  Inbursa,SB 70-74,ago-22,6.29,7
  Invercap,SB 70-74,ago-22,5.17,10
  PensionISSSTE,SB 70-74,ago-22,6.47,4
  Principal,SB 70-74,ago-22,6.52,3
  Profuturo,SB 70-74,ago-22,7.09,1
  SURA,SB 70-74,ago-22,6.69,2
  XXI-Banorte,SB 70-74,ago-22,6.35,5
  Azteca,SB 70-74,sep-22,5.26,9
  Citibanamex,SB 70-74,sep-22,5.94,7
  Coppel,SB 70-74,sep-22,5.41,8
  Inbursa,SB 70-74,sep-22,6.17,5
  Invercap,SB 70-74,sep-22,4.92,10
  PensionISSSTE,SB 70-74,sep-22,6.21,4
  Principal,SB 70-74,sep-22,6.22,3
  Profuturo,SB 70-74,sep-22,6.81,1
  SURA,SB 70-74,sep-22,6.39,2
  XXI-Banorte,SB 70-74,sep-22,6.05,6
  Azteca,SB 70-74,oct-22,4.92,9
  Citibanamex,SB 70-74,oct-22,5.54,7
  Coppel,SB 70-74,oct-22,5.11,8
  Inbursa,SB 70-74,oct-22,6.02,3
  Invercap,SB 70-74,oct-22,4.63,10
  PensionISSSTE,SB 70-74,oct-22,5.95,4
  Principal,SB 70-74,oct-22,5.88,5
  Profuturo,SB 70-74,oct-22,6.47,1
  SURA,SB 70-74,oct-22,6.03,2
  XXI-Banorte,SB 70-74,oct-22,5.69,6
  Azteca,SB 70-74,nov-22,4.73,9
  Citibanamex,SB 70-74,nov-22,5.33,7
  Coppel,SB 70-74,nov-22,4.94,8
  Inbursa,SB 70-74,nov-22,5.95,2
  Invercap,SB 70-74,nov-22,4.48,10
  PensionISSSTE,SB 70-74,nov-22,5.80,4
  Principal,SB 70-74,nov-22,5.70,5
  Profuturo,SB 70-74,nov-22,6.28,1
  SURA,SB 70-74,nov-22,5.84,3
  XXI-Banorte,SB 70-74,nov-22,5.50,6
  Azteca,SB 70-74,dic-22,4.62,9
  Citibanamex,SB 70-74,dic-22,5.24,7
  Coppel,SB 70-74,dic-22,4.86,8
  Inbursa,SB 70-74,dic-22,5.93,2
  Invercap,SB 70-74,dic-22,4.42,10
  PensionISSSTE,SB 70-74,dic-22,5.72,4
  Principal,SB 70-74,dic-22,5.60,5
  Profuturo,SB 70-74,dic-22,6.18,1
  SURA,SB 70-74,dic-22,5.76,3
  XXI-Banorte,SB 70-74,dic-22,5.41,6
  Azteca,SB 75-79,ene-22,7.12,8
  Citibanamex,SB 75-79,ene-22,8.41,3
  Coppel,SB 75-79,ene-22,7.51,7
  Inbursa,SB 75-79,ene-22,7.01,9
  Invercap,SB 75-79,ene-22,6.55,10
  PensionISSSTE,SB 75-79,ene-22,7.56,6
  Principal,SB 75-79,ene-22,8.28,4
  Profuturo,SB 75-79,ene-22,8.85,1
  SURA,SB 75-79,ene-22,8.48,2
  XXI-Banorte,SB 75-79,ene-22,8.18,5
  Azteca,SB 75-79,feb-22,7.12,8
  Citibanamex,SB 75-79,feb-22,8.41,3
  Coppel,SB 75-79,feb-22,7.51,7
  Inbursa,SB 75-79,feb-22,6.99,9
  Invercap,SB 75-79,feb-22,6.58,10
  PensionISSSTE,SB 75-79,feb-22,7.66,6
  Principal,SB 75-79,feb-22,8.31,4
  Profuturo,SB 75-79,feb-22,8.85,1
  SURA,SB 75-79,feb-22,8.49,2
  XXI-Banorte,SB 75-79,feb-22,8.21,5
  Azteca,SB 75-79,mar-22,7.05,8
  Citibanamex,SB 75-79,mar-22,8.31,3
  Coppel,SB 75-79,mar-22,7.43,7
  Inbursa,SB 75-79,mar-22,6.96,9
  Invercap,SB 75-79,mar-22,6.53,10
  PensionISSSTE,SB 75-79,mar-22,7.71,6
  Principal,SB 75-79,mar-22,8.28,4
  Profuturo,SB 75-79,mar-22,8.78,1
  SURA,SB 75-79,mar-22,8.40,2
  XXI-Banorte,SB 75-79,mar-22,8.12,5
  Azteca,SB 75-79,abr-22,6.93,8
  Citibanamex,SB 75-79,abr-22,8.15,4
  Coppel,SB 75-79,abr-22,7.29,7
  Inbursa,SB 75-79,abr-22,6.91,9
  Invercap,SB 75-79,abr-22,6.46,10
  PensionISSSTE,SB 75-79,abr-22,7.69,6
  Principal,SB 75-79,abr-22,8.20,3
  Profuturo,SB 75-79,abr-22,8.67,1
  SURA,SB 75-79,abr-22,8.28,2
  XXI-Banorte,SB 75-79,abr-22,8.00,5
  Azteca,SB 75-79,may-22,6.62,9
  Citibanamex,SB 75-79,may-22,7.74,4
  Coppel,SB 75-79,may-22,7.00,7
  Inbursa,SB 75-79,may-22,6.81,8
  Invercap,SB 75-79,may-22,6.16,10
  PensionISSSTE,SB 75-79,may-22,7.49,6
  Principal,SB 75-79,may-22,7.89,3
  Profuturo,SB 75-79,may-22,8.36,1
  SURA,SB 75-79,may-22,7.95,2
  XXI-Banorte,SB 75-79,may-22,7.65,5
  Azteca,SB 75-79,jun-22,6.22,9
  Citibanamex,SB 75-79,jun-22,7.23,4
  Coppel,SB 75-79,jun-22,6.65,8
  Inbursa,SB 75-79,jun-22,6.68,7
  Invercap,SB 75-79,jun-22,5.78,10
  PensionISSSTE,SB 75-79,jun-22,7.16,6
  Principal,SB 75-79,jun-22,7.46,3
  Profuturo,SB 75-79,jun-22,7.96,1
  SURA,SB 75-79,jun-22,7.52,2
  XXI-Banorte,SB 75-79,jun-22,7.20,5
  Azteca,SB 75-79,jul-22,5.86,9
  Citibanamex,SB 75-79,jul-22,6.74,6
  Coppel,SB 75-79,jul-22,6.32,8
  Inbursa,SB 75-79,jul-22,6.56,7
  Invercap,SB 75-79,jul-22,5.41,10
  PensionISSSTE,SB 75-79,jul-22,6.80,4
  Principal,SB 75-79,jul-22,7.06,3
  Profuturo,SB 75-79,jul-22,7.57,1
  SURA,SB 75-79,jul-22,7.09,2
  XXI-Banorte,SB 75-79,jul-22,6.76,5
  Azteca,SB 75-79,ago-22,5.63,9
  Citibanamex,SB 75-79,ago-22,6.45,7
  Coppel,SB 75-79,ago-22,6.08,8
  Inbursa,SB 75-79,ago-22,6.46,6
  Invercap,SB 75-79,ago-22,5.21,10
  PensionISSSTE,SB 75-79,ago-22,6.56,4
  Principal,SB 75-79,ago-22,6.81,3
  Profuturo,SB 75-79,ago-22,7.34,1
  SURA,SB 75-79,ago-22,6.85,2
  XXI-Banorte,SB 75-79,ago-22,6.51,5
  Azteca,SB 75-79,sep-22,5.31,9
  Citibanamex,SB 75-79,sep-22,6.07,7
  Coppel,SB 75-79,sep-22,5.78,8
  Inbursa,SB 75-79,sep-22,6.31,4
  Invercap,SB 75-79,sep-22,4.94,10
  PensionISSSTE,SB 75-79,sep-22,6.28,5
  Principal,SB 75-79,sep-22,6.48,3
  Profuturo,SB 75-79,sep-22,7.04,1
  SURA,SB 75-79,sep-22,6.52,2
  XXI-Banorte,SB 75-79,sep-22,6.19,6
  Azteca,SB 75-79,oct-22,4.97,9
  Citibanamex,SB 75-79,oct-22,5.65,7
  Coppel,SB 75-79,oct-22,5.46,8
  Inbursa,SB 75-79,oct-22,6.15,2
  Invercap,SB 75-79,oct-22,4.60,10
  PensionISSSTE,SB 75-79,oct-22,6.00,5
  Principal,SB 75-79,oct-22,6.09,4
  Profuturo,SB 75-79,oct-22,6.67,1
  SURA,SB 75-79,oct-22,6.13,3
  XXI-Banorte,SB 75-79,oct-22,5.81,6
  Azteca,SB 75-79,nov-22,4.77,9
  Citibanamex,SB 75-79,nov-22,5.44,7
  Coppel,SB 75-79,nov-22,5.29,8
  Inbursa,SB 75-79,nov-22,6.07,2
  Invercap,SB 75-79,nov-22,4.44,10
  PensionISSSTE,SB 75-79,nov-22,5.83,5
  Principal,SB 75-79,nov-22,5.89,4
  Profuturo,SB 75-79,nov-22,6.46,1
  SURA,SB 75-79,nov-22,5.93,3
  XXI-Banorte,SB 75-79,nov-22,5.61,6
  Azteca,SB 75-79,dic-22,4.67,9
  Citibanamex,SB 75-79,dic-22,5.34,7
  Coppel,SB 75-79,dic-22,5.20,8
  Inbursa,SB 75-79,dic-22,6.04,2
  Invercap,SB 75-79,dic-22,4.37,10
  PensionISSSTE,SB 75-79,dic-22,5.74,5
  Principal,SB 75-79,dic-22,5.78,4
  Profuturo,SB 75-79,dic-22,6.34,1
  SURA,SB 75-79,dic-22,5.83,3
  XXI-Banorte,SB 75-79,dic-22,5.51,6
  Azteca,SB 80-84,ene-22,7.24,8
  Citibanamex,SB 80-84,ene-22,8.72,3
  Coppel,SB 80-84,ene-22,7.72,6
  Inbursa,SB 80-84,ene-22,7.15,9
  Invercap,SB 80-84,ene-22,7.12,10
  PensionISSSTE,SB 80-84,ene-22,7.50,7
  Principal,SB 80-84,ene-22,8.28,5
  Profuturo,SB 80-84,ene-22,9.41,1
  SURA,SB 80-84,ene-22,8.86,2
  XXI-Banorte,SB 80-84,ene-22,8.69,4
  Azteca,SB 80-84,feb-22,7.24,8
  Citibanamex,SB 80-84,feb-22,8.71,4
  Coppel,SB 80-84,feb-22,7.73,6
  Inbursa,SB 80-84,feb-22,7.13,10
  Invercap,SB 80-84,feb-22,7.15,9
  PensionISSSTE,SB 80-84,feb-22,7.62,7
  Principal,SB 80-84,feb-22,8.31,5
  Profuturo,SB 80-84,feb-22,9.41,1
  SURA,SB 80-84,feb-22,8.87,2
  XXI-Banorte,SB 80-84,feb-22,8.71,3
  Azteca,SB 80-84,mar-22,7.17,8
  Citibanamex,SB 80-84,mar-22,8.59,4
  Coppel,SB 80-84,mar-22,7.66,7
  Inbursa,SB 80-84,mar-22,7.10,10
  Invercap,SB 80-84,mar-22,7.12,9
  PensionISSSTE,SB 80-84,mar-22,7.67,6
  Principal,SB 80-84,mar-22,8.25,5
  Profuturo,SB 80-84,mar-22,9.32,1
  SURA,SB 80-84,mar-22,8.77,2
  XXI-Banorte,SB 80-84,mar-22,8.61,3
  Azteca,SB 80-84,abr-22,7.05,8
  Citibanamex,SB 80-84,abr-22,8.42,4
  Coppel,SB 80-84,abr-22,7.54,7
  Inbursa,SB 80-84,abr-22,7.05,9
  Invercap,SB 80-84,abr-22,7.05,10
  PensionISSSTE,SB 80-84,abr-22,7.66,6
  Principal,SB 80-84,abr-22,8.16,5
  Profuturo,SB 80-84,abr-22,9.19,1
  SURA,SB 80-84,abr-22,8.63,2
  XXI-Banorte,SB 80-84,abr-22,8.47,3
  Azteca,SB 80-84,may-22,6.74,9
  Citibanamex,SB 80-84,may-22,7.97,4
  Coppel,SB 80-84,may-22,7.24,7
  Inbursa,SB 80-84,may-22,6.94,8
  Invercap,SB 80-84,may-22,6.73,10
  PensionISSSTE,SB 80-84,may-22,7.45,6
  Principal,SB 80-84,may-22,7.79,5
  Profuturo,SB 80-84,may-22,8.83,1
  SURA,SB 80-84,may-22,8.26,2
  XXI-Banorte,SB 80-84,may-22,8.08,3
  Azteca,SB 80-84,jun-22,6.34,9
  Citibanamex,SB 80-84,jun-22,7.41,4
  Coppel,SB 80-84,jun-22,6.88,7
  Inbursa,SB 80-84,jun-22,6.81,8
  Invercap,SB 80-84,jun-22,6.30,10
  PensionISSSTE,SB 80-84,jun-22,7.10,6
  Principal,SB 80-84,jun-22,7.31,5
  Profuturo,SB 80-84,jun-22,8.37,1
  SURA,SB 80-84,jun-22,7.78,2
  XXI-Banorte,SB 80-84,jun-22,7.58,3
  Azteca,SB 80-84,jul-22,5.97,9
  Citibanamex,SB 80-84,jul-22,6.88,4
  Coppel,SB 80-84,jul-22,6.54,8
  Inbursa,SB 80-84,jul-22,6.67,7
  Invercap,SB 80-84,jul-22,5.89,10
  PensionISSSTE,SB 80-84,jul-22,6.72,6
  Principal,SB 80-84,jul-22,6.85,5
  Profuturo,SB 80-84,jul-22,7.91,1
  SURA,SB 80-84,jul-22,7.30,2
  XXI-Banorte,SB 80-84,jul-22,7.10,3
  Azteca,SB 80-84,ago-22,5.72,9
  Citibanamex,SB 80-84,ago-22,6.56,5
  Coppel,SB 80-84,ago-22,6.28,8
  Inbursa,SB 80-84,ago-22,6.56,6
  Invercap,SB 80-84,ago-22,5.66,10
  PensionISSSTE,SB 80-84,ago-22,6.47,7
  Principal,SB 80-84,ago-22,6.56,4
  Profuturo,SB 80-84,ago-22,7.64,1
  SURA,SB 80-84,ago-22,7.02,2
  XXI-Banorte,SB 80-84,ago-22,6.82,3
  Azteca,SB 80-84,sep-22,5.38,9
  Citibanamex,SB 80-84,sep-22,6.16,7
  Coppel,SB 80-84,sep-22,5.97,8
  Inbursa,SB 80-84,sep-22,6.39,4
  Invercap,SB 80-84,sep-22,5.35,10
  PensionISSSTE,SB 80-84,sep-22,6.16,6
  Principal,SB 80-84,sep-22,6.19,5
  Profuturo,SB 80-84,sep-22,7.28,1
  SURA,SB 80-84,sep-22,6.66,2
  XXI-Banorte,SB 80-84,sep-22,6.48,3
  Azteca,SB 80-84,oct-22,5.01,9
  Citibanamex,SB 80-84,oct-22,5.70,7
  Coppel,SB 80-84,oct-22,5.62,8
  Inbursa,SB 80-84,oct-22,6.20,3
  Invercap,SB 80-84,oct-22,4.98,10
  PensionISSSTE,SB 80-84,oct-22,5.85,5
  Principal,SB 80-84,oct-22,5.75,6
  Profuturo,SB 80-84,oct-22,6.86,1
  SURA,SB 80-84,oct-22,6.22,2
  XXI-Banorte,SB 80-84,oct-22,6.07,4
  Azteca,SB 80-84,nov-22,4.79,9
  Citibanamex,SB 80-84,nov-22,5.48,7
  Coppel,SB 80-84,nov-22,5.44,8
  Inbursa,SB 80-84,nov-22,6.12,2
  Invercap,SB 80-84,nov-22,4.79,10
  PensionISSSTE,SB 80-84,nov-22,5.67,5
  Principal,SB 80-84,nov-22,5.53,6
  Profuturo,SB 80-84,nov-22,6.63,1
  SURA,SB 80-84,nov-22,6.00,3
  XXI-Banorte,SB 80-84,nov-22,5.85,4
  Azteca,SB 80-84,dic-22,4.67,10
  Citibanamex,SB 80-84,dic-22,5.37,7
  Coppel,SB 80-84,dic-22,5.36,8
  Inbursa,SB 80-84,dic-22,6.08,2
  Invercap,SB 80-84,dic-22,4.71,9
  PensionISSSTE,SB 80-84,dic-22,5.57,5
  Principal,SB 80-84,dic-22,5.41,6
  Profuturo,SB 80-84,dic-22,6.48,1
  SURA,SB 80-84,dic-22,5.89,3
  XXI-Banorte,SB 80-84,dic-22,5.75,4
  Azteca,SB 85-89,ene-22,7.43,8
  Citibanamex,SB 85-89,ene-22,8.86,4
  Coppel,SB 85-89,ene-22,7.90,6
  Inbursa,SB 85-89,ene-22,7.34,9
  Invercap,SB 85-89,ene-22,7.16,10
  PensionISSSTE,SB 85-89,ene-22,7.57,7
  Principal,SB 85-89,ene-22,8.60,5
  Profuturo,SB 85-89,ene-22,9.73,1
  SURA,SB 85-89,ene-22,9.19,2
  XXI-Banorte,SB 85-89,ene-22,8.87,3
  Azteca,SB 85-89,feb-22,7.44,8
  Citibanamex,SB 85-89,feb-22,8.85,4
  Coppel,SB 85-89,feb-22,7.91,6
  Inbursa,SB 85-89,feb-22,7.31,9
  Invercap,SB 85-89,feb-22,7.20,10
  PensionISSSTE,SB 85-89,feb-22,7.70,7
  Principal,SB 85-89,feb-22,8.62,5
  Profuturo,SB 85-89,feb-22,9.73,1
  SURA,SB 85-89,feb-22,9.19,2
  XXI-Banorte,SB 85-89,feb-22,8.89,3
  Azteca,SB 85-89,mar-22,7.38,8
  Citibanamex,SB 85-89,mar-22,8.74,4
  Coppel,SB 85-89,mar-22,7.84,6
  Inbursa,SB 85-89,mar-22,7.28,9
  Invercap,SB 85-89,mar-22,7.17,10
  PensionISSSTE,SB 85-89,mar-22,7.76,7
  Principal,SB 85-89,mar-22,8.55,5
  Profuturo,SB 85-89,mar-22,9.64,1
  SURA,SB 85-89,mar-22,9.07,2
  XXI-Banorte,SB 85-89,mar-22,8.78,3
  Azteca,SB 85-89,abr-22,7.27,8
  Citibanamex,SB 85-89,abr-22,8.56,4
  Coppel,SB 85-89,abr-22,7.73,7
  Inbursa,SB 85-89,abr-22,7.22,9
  Invercap,SB 85-89,abr-22,7.09,10
  PensionISSSTE,SB 85-89,abr-22,7.76,6
  Principal,SB 85-89,abr-22,8.45,5
  Profuturo,SB 85-89,abr-22,9.50,1
  SURA,SB 85-89,abr-22,8.92,2
  XXI-Banorte,SB 85-89,abr-22,8.64,3
  Azteca,SB 85-89,may-22,6.95,9
  Citibanamex,SB 85-89,may-22,8.11,4
  Coppel,SB 85-89,may-22,7.43,7
  Inbursa,SB 85-89,may-22,7.10,8
  Invercap,SB 85-89,may-22,6.76,10
  PensionISSSTE,SB 85-89,may-22,7.55,6
  Principal,SB 85-89,may-22,8.06,5
  Profuturo,SB 85-89,may-22,9.12,1
  SURA,SB 85-89,may-22,8.51,2
  XXI-Banorte,SB 85-89,may-22,8.23,3
  Azteca,SB 85-89,jun-22,6.55,9
  Citibanamex,SB 85-89,jun-22,7.53,5
  Coppel,SB 85-89,jun-22,7.05,7
  Inbursa,SB 85-89,jun-22,6.96,8
  Invercap,SB 85-89,jun-22,6.31,10
  PensionISSSTE,SB 85-89,jun-22,7.18,6
  Principal,SB 85-89,jun-22,7.56,4
  Profuturo,SB 85-89,jun-22,8.64,1
  SURA,SB 85-89,jun-22,8.00,2
  XXI-Banorte,SB 85-89,jun-22,7.71,3
  Azteca,SB 85-89,jul-22,6.18,9
  Citibanamex,SB 85-89,jul-22,6.99,5
  Coppel,SB 85-89,jul-22,6.70,8
  Inbursa,SB 85-89,jul-22,6.80,7
  Invercap,SB 85-89,jul-22,5.88,10
  PensionISSSTE,SB 85-89,jul-22,6.80,6
  Principal,SB 85-89,jul-22,7.08,4
  Profuturo,SB 85-89,jul-22,8.16,1
  SURA,SB 85-89,jul-22,7.50,2
  XXI-Banorte,SB 85-89,jul-22,7.21,3
  Azteca,SB 85-89,ago-22,5.93,9
  Citibanamex,SB 85-89,ago-22,6.67,6
  Coppel,SB 85-89,ago-22,6.44,8
  Inbursa,SB 85-89,ago-22,6.68,5
  Invercap,SB 85-89,ago-22,5.63,10
  PensionISSSTE,SB 85-89,ago-22,6.54,7
  Principal,SB 85-89,ago-22,6.77,4
  Profuturo,SB 85-89,ago-22,7.87,1
  SURA,SB 85-89,ago-22,7.20,2
  XXI-Banorte,SB 85-89,ago-22,6.92,3
  Azteca,SB 85-89,sep-22,5.59,9
  Citibanamex,SB 85-89,sep-22,6.26,6
  Coppel,SB 85-89,sep-22,6.11,8
  Inbursa,SB 85-89,sep-22,6.49,4
  Invercap,SB 85-89,sep-22,5.29,10
  PensionISSSTE,SB 85-89,sep-22,6.22,7
  Principal,SB 85-89,sep-22,6.38,5
  Profuturo,SB 85-89,sep-22,7.50,1
  SURA,SB 85-89,sep-22,6.82,2
  XXI-Banorte,SB 85-89,sep-22,6.57,3
  Azteca,SB 85-89,oct-22,5.21,9
  Citibanamex,SB 85-89,oct-22,5.79,7
  Coppel,SB 85-89,oct-22,5.76,8
  Inbursa,SB 85-89,oct-22,6.28,3
  Invercap,SB 85-89,oct-22,4.89,10
  PensionISSSTE,SB 85-89,oct-22,5.90,6
  Principal,SB 85-89,oct-22,5.92,5
  Profuturo,SB 85-89,oct-22,7.05,1
  SURA,SB 85-89,oct-22,6.35,2
  XXI-Banorte,SB 85-89,oct-22,6.14,4
  Azteca,SB 85-89,nov-22,5.00,9
  Citibanamex,SB 85-89,nov-22,5.56,8
  Coppel,SB 85-89,nov-22,5.57,7
  Inbursa,SB 85-89,nov-22,6.20,2
  Invercap,SB 85-89,nov-22,4.69,10
  PensionISSSTE,SB 85-89,nov-22,5.71,5
  Principal,SB 85-89,nov-22,5.69,6
  Profuturo,SB 85-89,nov-22,6.81,1
  SURA,SB 85-89,nov-22,6.12,3
  XXI-Banorte,SB 85-89,nov-22,5.92,4
  Azteca,SB 85-89,dic-22,4.88,9
  Citibanamex,SB 85-89,dic-22,5.45,8
  Coppel,SB 85-89,dic-22,5.48,7
  Inbursa,SB 85-89,dic-22,6.16,2
  Invercap,SB 85-89,dic-22,4.59,10
  PensionISSSTE,SB 85-89,dic-22,5.60,5
  Principal,SB 85-89,dic-22,5.56,6
  Profuturo,SB 85-89,dic-22,6.65,1
  SURA,SB 85-89,dic-22,5.99,3
  XXI-Banorte,SB 85-89,dic-22,5.80,4
  Azteca,SB 90-94,ene-22,7.36,9
  Citibanamex,SB 90-94,ene-22,8.65,4
  Coppel,SB 90-94,ene-22,7.79,7
  Inbursa,SB 90-94,ene-22,7.39,8
  Invercap,SB 90-94,ene-22,7.30,10
  PensionISSSTE,SB 90-94,ene-22,7.82,6
  Principal,SB 90-94,ene-22,8.46,5
  Profuturo,SB 90-94,ene-22,9.55,1
  SURA,SB 90-94,ene-22,9.10,2
  XXI-Banorte,SB 90-94,ene-22,8.74,3
  Azteca,SB 90-94,feb-22,7.37,8
  Citibanamex,SB 90-94,feb-22,8.65,4
  Coppel,SB 90-94,feb-22,7.80,7
  Inbursa,SB 90-94,feb-22,7.36,9
  Invercap,SB 90-94,feb-22,7.35,10
  PensionISSSTE,SB 90-94,feb-22,7.95,6
  Principal,SB 90-94,feb-22,8.48,5
  Profuturo,SB 90-94,feb-22,9.55,1
  SURA,SB 90-94,feb-22,9.11,2
  XXI-Banorte,SB 90-94,feb-22,8.76,3
  Azteca,SB 90-94,mar-22,7.31,10
  Citibanamex,SB 90-94,mar-22,8.53,4
  Coppel,SB 90-94,mar-22,7.73,7
  Inbursa,SB 90-94,mar-22,7.33,8
  Invercap,SB 90-94,mar-22,7.32,9
  PensionISSSTE,SB 90-94,mar-22,8.03,6
  Principal,SB 90-94,mar-22,8.40,5
  Profuturo,SB 90-94,mar-22,9.45,1
  SURA,SB 90-94,mar-22,8.99,2
  XXI-Banorte,SB 90-94,mar-22,8.65,3
  Azteca,SB 90-94,abr-22,7.20,10
  Citibanamex,SB 90-94,abr-22,8.36,4
  Coppel,SB 90-94,abr-22,7.61,7
  Inbursa,SB 90-94,abr-22,7.27,8
  Invercap,SB 90-94,abr-22,7.25,9
  PensionISSSTE,SB 90-94,abr-22,8.06,6
  Principal,SB 90-94,abr-22,8.29,5
  Profuturo,SB 90-94,abr-22,9.31,1
  SURA,SB 90-94,abr-22,8.84,2
  XXI-Banorte,SB 90-94,abr-22,8.50,3
  Azteca,SB 90-94,may-22,6.88,10
  Citibanamex,SB 90-94,may-22,7.90,4
  Coppel,SB 90-94,may-22,7.31,7
  Inbursa,SB 90-94,may-22,7.14,8
  Invercap,SB 90-94,may-22,6.92,9
  PensionISSSTE,SB 90-94,may-22,7.88,6
  Principal,SB 90-94,may-22,7.89,5
  Profuturo,SB 90-94,may-22,8.92,1
  SURA,SB 90-94,may-22,8.43,2
  XXI-Banorte,SB 90-94,may-22,8.09,3
  Azteca,SB 90-94,jun-22,6.47,10
  Citibanamex,SB 90-94,jun-22,7.33,6
  Coppel,SB 90-94,jun-22,6.93,8
  Inbursa,SB 90-94,jun-22,6.99,7
  Invercap,SB 90-94,jun-22,6.47,9
  PensionISSSTE,SB 90-94,jun-22,7.55,4
  Principal,SB 90-94,jun-22,7.38,5
  Profuturo,SB 90-94,jun-22,8.43,1
  SURA,SB 90-94,jun-22,7.92,2
  XXI-Banorte,SB 90-94,jun-22,7.57,3
  Azteca,SB 90-94,jul-22,6.09,9
  Citibanamex,SB 90-94,jul-22,6.79,7
  Coppel,SB 90-94,jul-22,6.57,8
  Inbursa,SB 90-94,jul-22,6.82,6
  Invercap,SB 90-94,jul-22,6.03,10
  PensionISSSTE,SB 90-94,jul-22,7.19,3
  Principal,SB 90-94,jul-22,6.89,5
  Profuturo,SB 90-94,jul-22,7.93,1
  SURA,SB 90-94,jul-22,7.41,2
  XXI-Banorte,SB 90-94,jul-22,7.07,4
  Azteca,SB 90-94,ago-22,5.83,9
  Citibanamex,SB 90-94,ago-22,6.47,7
  Coppel,SB 90-94,ago-22,6.30,8
  Inbursa,SB 90-94,ago-22,6.68,5
  Invercap,SB 90-94,ago-22,5.78,10
  PensionISSSTE,SB 90-94,ago-22,6.94,3
  Principal,SB 90-94,ago-22,6.57,6
  Profuturo,SB 90-94,ago-22,7.63,1
  SURA,SB 90-94,ago-22,7.11,2
  XXI-Banorte,SB 90-94,ago-22,6.78,4
  Azteca,SB 90-94,sep-22,5.48,9
  Citibanamex,SB 90-94,sep-22,6.06,7
  Coppel,SB 90-94,sep-22,5.97,8
  Inbursa,SB 90-94,sep-22,6.48,4
  Invercap,SB 90-94,sep-22,5.45,10
  PensionISSSTE,SB 90-94,sep-22,6.63,3
  Principal,SB 90-94,sep-22,6.17,6
  Profuturo,SB 90-94,sep-22,7.24,1
  SURA,SB 90-94,sep-22,6.72,2
  XXI-Banorte,SB 90-94,sep-22,6.42,5
  Azteca,SB 90-94,oct-22,5.10,9
  Citibanamex,SB 90-94,oct-22,5.60,8
  Coppel,SB 90-94,oct-22,5.61,7
  Inbursa,SB 90-94,oct-22,6.27,3
  Invercap,SB 90-94,oct-22,5.04,10
  PensionISSSTE,SB 90-94,oct-22,6.30,2
  Principal,SB 90-94,oct-22,5.71,6
  Profuturo,SB 90-94,oct-22,6.79,1
  SURA,SB 90-94,oct-22,6.25,4
